序号,签单年份,项目规模,金额W,实际毛利率,预计毛利率,实际-预计,签约方式,区域,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
281.0,2021.0,小型项目,23.0,0.88,0.9455,-0.0655,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,2021.0,超大型项目,410.8,0.51,0.4012,0.10880000000000001,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0,2021.0,中型项目,67.51,0.95,0.9048,0.04519999999999991,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0,2021.0,小型项目,11.0,0.97,0.9782,-0.008199999999999985,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,2021.0,小型项目,15.0,0.97,0.968,0.0020000000000000018,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,2021.0,中型项目,36.0,0.53,0.9333,-0.4033,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0,2021.0,大型项目,230.0,0.55,0.8766,-0.3266,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0,2021.0,中型项目,40.0,0.84,0.8269,0.0131,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0,2021.0,小型项目,20.0,0.94,1.0,-0.06000000000000005,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0,2021.0,中型项目,77.9,0.51,0.8253,-0.3153,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0,2021.0,中型项目,40.08,0.96,0.9601,-9.999999999998899e-05,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.0,2021.0,中型项目,50.0,0.93,0.9078,0.022199999999999998,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.0,2022.0,中型项目,80.0,0.65,0.96,-0.30999999999999994,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0,2022.0,微型项目,6.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,2022.0,小型项目,13.0,0.91,0.8692,0.04080000000000006,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.0,2022.0,中型项目,95.0,0.91,0.9411,-0.031100000000000017,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0,2022.0,小型项目,25.0,0.73,0.95,-0.21999999999999997,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0,2022.0,小型项目,10.5,0.9,1.0,-0.09999999999999998,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0,2022.0,小型项目,19.8,0.8,0.832,-0.03199999999999992,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,2022.0,小型项目,10.5,0.97,0.9771,-0.007099999999999995,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0,2022.0,微型项目,1.5,0.97,0.8933,0.07669999999999999,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0,2022.0,微型项目,8.5,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0,2022.0,小型项目,11.5,0.97,0.9261,0.04389999999999994,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0,2022.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0,2022.0,微型项目,1.68,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0,2022.0,微型项目,1.6,0.97,0.8,0.16999999999999993,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,2022.0,中型项目,36.0,0.82,0.9217,-0.10170000000000001,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0,2022.0,微型项目,6.89,0.95,1.0,-0.050000000000000044,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.0,2022.0,小型项目,14.04,0.11,0.7293,-0.6193,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0,2022.0,小型项目,12.6,0.86,0.9048,-0.04480000000000006,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.0,2022.0,小型项目,18.0,0.9,1.0,-0.09999999999999998,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0,2022.0,中型项目,50.0,0.2,0.8333,-0.6333,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313.0,2022.0,小型项目,15.0,0.95,0.96,-0.010000000000000009,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0,2022.0,中型项目,56.0,0.58,0.2679,0.31209999999999993,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0,2022.0,大型项目,115.0,0.88,0.564,0.31600000000000006,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0,2022.0,微型项目,2.88,0.97,0.9236,0.0464,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317.0,2022.0,小型项目,11.1,0.73,0.9306,-0.2006,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0,2022.0,微型项目,1.4,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0,2022.0,小型项目,26.0,0.88,0.9371,-0.05710000000000004,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0,2022.0,微型项目,5.0,0.97,0.89,0.07999999999999996,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0,2022.0,大型项目,125.0,0.43,0.5071,-0.0771,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0,2022.0,小型项目,16.0,0.75,0.8144,-0.06440000000000001,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0,2022.0,中型项目,79.75,0.78,0.7657,0.01429999999999998,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0,2022.0,中型项目,40.0,0.96,0.8286,0.13139999999999996,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0,2022.0,中型项目,38.0,-1.07,0.6684,-1.7384,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0,2022.0,微型项目,0.45,0.97,1.0,-0.030000000000000027,直签,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0,2022.0,微型项目,4.97,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0,2022.0,小型项目,20.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,2022.0,大型项目,185.0,0.78,0.8571,-0.07709999999999995,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0,2022.0,微型项目,0.6,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0,2022.0,微型项目,2.25,0.97,0.7556,0.21439999999999992,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0,2022.0,微型项目,1.3,0.91,1.0,-0.08999999999999997,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,2022.0,微型项目,10.0,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,2022.0,小型项目,13.0,0.74,0.8477,-0.10770000000000002,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0,2022.0,微型项目,7.7,0.74,0.8571,-0.11709999999999998,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0,2022.0,微型项目,1.5,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0,2022.0,小型项目,30.0,0.5,0.704,-0.20399999999999996,代理商,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0,2022.0,微型项目,7.0,0.92,0.8857,0.0343,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0,2022.0,小型项目,15.8,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,2022.0,小型项目,11.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0,2022.0,大型项目,140.0,0.39,0.7038,-0.31379999999999997,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,2022.0,微型项目,6.5,0.97,0.9154,0.05459999999999998,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,2022.0,微型项目,2.2,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,2022.0,微型项目,7.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,2022.0,小型项目,25.0,0.8,0.8,0.0,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0,2022.0,小型项目,11.5,0.57,0.8261,-0.2561,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0,2022.0,小型项目,13.0,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,2022.0,中型项目,60.0,0.7,0.8103,-0.11030000000000006,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,2022.0,小型项目,18.0,0.7,0.6941,0.005899999999999905,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0,2022.0,中型项目,45.32,-0.04,0.8411,-0.8811,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0,2022.0,小型项目,22.92,0.87,0.5366,0.33340000000000003,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0,2022.0,中型项目,78.32,0.57,0.8881,-0.31810000000000005,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0,2022.0,小型项目,11.0,0.96,0.898,0.061999999999999944,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0,2022.0,微型项目,1.5,0.97,0.8533,0.11670000000000003,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,2022.0,微型项目,3.0,0.76,1.0,-0.24,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,2022.0,微型项目,3.0,0.97,0.9267,0.043300000000000005,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0,2022.0,小型项目,10.5,0.79,0.8398,-0.049799999999999955,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,2022.0,微型项目,1.72,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,2022.0,小型项目,25.0,0.8,0.894,-0.09399999999999997,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,2022.0,中型项目,68.5,0.54,0.9075,-0.36749999999999994,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,2022.0,微型项目,1.0,0.86,1.0,-0.14,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,2022.0,微型项目,1.9,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.0,2022.0,微型项目,10.0,0.94,0.89,0.04999999999999993,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,2022.0,中型项目,60.0,0.94,0.964,-0.02400000000000002,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,2022.0,中型项目,84.71,0.81,0.8832,-0.07319999999999993,代理商,华中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,2022.0,中型项目,85.0,0.61,0.712,-0.10199999999999998,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,2022.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,2022.0,微型项目,7.2,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,2022.0,小型项目,29.4,0.96,1.0,-0.040000000000000036,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,2022.0,微型项目,2.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,2022.0,小型项目,12.5,0.83,0.856,-0.026000000000000023,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,2022.0,微型项目,10.0,0.74,0.74,0.0,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373.0,2022.0,小型项目,12.5,0.72,0.872,-0.15200000000000002,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374.0,2022.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375.0,2022.0,微型项目,1.5,0.97,1.0,-0.030000000000000027,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376.0,2022.0,微型项目,5.6,0.27,0.3571,-0.08709999999999996,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377.0,2022.0,微型项目,0.99,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.0,2022.0,中型项目,46.0,0.28,0.7014,-0.4214,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379.0,2022.0,微型项目,1.2,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.0,2022.0,微型项目,4.76,0.97,0.8151,0.15489999999999993,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381.0,2022.0,小型项目,14.6,0.76,0.8288,-0.06879999999999997,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.0,2022.0,微型项目,1.2,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383.0,2022.0,中型项目,31.0,0.7,0.904,-0.20400000000000007,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.0,2022.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.0,2022.0,微型项目,2.5,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.0,2022.0,微型项目,9.8,0.94,0.951,-0.01100000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.0,2022.0,小型项目,14.0,0.47,0.6143,-0.14429999999999998,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.0,2022.0,中型项目,35.9,0.92,0.9381,-0.018100000000000005,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.0,2022.0,中型项目,36.0,0.91,0.94,-0.029999999999999916,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.0,2022.0,微型项目,9.45,0.59,0.7047,-0.11470000000000002,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.0,2022.0,中型项目,87.0,0.74,0.9179,-0.17790000000000006,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.0,2022.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.0,2022.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.0,2022.0,微型项目,4.5,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.0,2022.0,微型项目,1.9,0.97,0.7474,0.22260000000000002,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.0,2022.0,中型项目,46.5,0.85,0.8495,0.0004999999999999449,直签,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.0,2022.0,微型项目,8.8,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,2022.0,中型项目,70.0,0.48,0.8824,-0.4024,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.0,2022.0,小型项目,21.5,0.95,0.9246,0.025399999999999978,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,2022.0,中型项目,45.0,0.96,0.91,0.04999999999999993,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.0,2022.0,中型项目,38.9,0.96,0.9635,-0.0035000000000000586,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,2022.0,中型项目,65.0,0.44,0.7148,-0.2748,直签,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,2022.0,中型项目,40.0,0.88,0.9,-0.020000000000000018,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,2022.0,微型项目,7.36,0.24,0.5313,-0.2913,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,2022.0,大型项目,170.9,0.48,0.8118,-0.3318,代理商,华中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,2022.0,微型项目,2.9,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.0,2022.0,微型项目,2.0,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.0,2022.0,微型项目,2.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.0,2022.0,小型项目,28.0,0.95,0.6986,0.25139999999999996,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.0,2022.0,微型项目,1.5,0.97,1.0,-0.030000000000000027,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.0,2022.0,小型项目,10.2,0.6,0.7549,-0.15490000000000004,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.0,2022.0,微型项目,10.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.0,2022.0,中型项目,52.0,0.9,0.95,-0.04999999999999993,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,2022.0,小型项目,14.0,0.65,0.9143,-0.2643,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.0,2022.0,微型项目,7.6,0.97,0.6842,0.28579999999999994,直签,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.0,2022.0,微型项目,2.8,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.0,2022.0,微型项目,1.2,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.0,2022.0,中型项目,37.1,-0.14,0.6226,-0.7626000000000001,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.0,2022.0,中型项目,38.9,0.96,0.9777,-0.01770000000000005,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,2022.0,小型项目,30.0,0.16,0.52,-0.36,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.0,2022.0,小型项目,11.0,0.97,0.8773,0.0927,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.0,2022.0,中型项目,94.18,0.69,0.7769,-0.08690000000000009,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.0,2022.0,微型项目,4.96,0.38,0.6371,-0.2571,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.0,2022.0,小型项目,15.0,0.96,0.8733,0.0867,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.0,2022.0,大型项目,132.0,0.66,0.7872,-0.12719999999999998,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.0,2022.0,中型项目,38.0,0.62,0.8652,-0.24519999999999997,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427.0,2022.0,大型项目,160.0,0.8,0.887,-0.08699999999999997,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.0,2022.0,微型项目,1.56,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429.0,2022.0,大型项目,146.0,0.94,1.0,-0.06000000000000005,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
